epoch (ms),time (01:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1625071229548,2021-06-30T18:40:29.548,0.447,-0.002,-0.016,1.006
1625071229550,2021-06-30T18:40:29.550,0.449,-0.000,-0.016,0.999
1625071229550,2021-06-30T18:40:29.550,0.449,-0.004,-0.017,0.999
1625071229551,2021-06-30T18:40:29.551,0.450,-0.003,-0.026,1.000
1625071229553,2021-06-30T18:40:29.553,0.452,-0.000,-0.020,0.995
1625071229554,2021-06-30T18:40:29.554,0.453,-0.002,-0.015,1.005
1625071229556,2021-06-30T18:40:29.556,0.455,0.006,-0.016,1.005
1625071229557,2021-06-30T18:40:29.557,0.456,0.001,-0.018,1.006
1625071229557,2021-06-30T18:40:29.557,0.456,0.002,-0.023,1.003
1625071229559,2021-06-30T18:40:29.559,0.458,-0.009,-0.021,1.007
1625071229561,2021-06-30T18:40:29.561,0.460,-0.003,-0.016,1.008
1625071229561,2021-06-30T18:40:29.561,0.460,-0.000,-0.017,1.005
1625071229563,2021-06-30T18:40:29.563,0.462,-0.002,-0.017,1.004
1625071229564,2021-06-30T18:40:29.564,0.463,0.001,-0.021,1.009
1625071229566,2021-06-30T18:40:29.566,0.465,0.000,-0.013,1.008
1625071229566,2021-06-30T18:40:29.566,0.465,-0.003,-0.016,1.009
1625071229567,2021-06-30T18:40:29.567,0.466,-0.003,-0.014,1.003
1625071229569,2021-06-30T18:40:29.569,0.468,-0.002,-0.012,1.005
1625071229570,2021-06-30T18:40:29.570,0.469,-0.004,-0.019,1.012
1625071229572,2021-06-30T18:40:29.572,0.471,-0.001,-0.020,1.002
1625071229573,2021-06-30T18:40:29.573,0.472,-0.002,-0.025,1.010
1625071229575,2021-06-30T18:40:29.575,0.474,0.002,-0.014,1.000
1625071229575,2021-06-30T18:40:29.575,0.474,0.002,-0.017,1.010
1625071229576,2021-06-30T18:40:29.576,0.475,-0.002,-0.019,1.011
1625071229578,2021-06-30T18:40:29.578,0.477,0.001,-0.022,1.004
1625071229579,2021-06-30T18:40:29.579,0.478,-0.002,-0.018,1.011
1625071229580,2021-06-30T18:40:29.580,0.479,-0.001,-0.020,1.008
1625071229582,2021-06-30T18:40:29.582,0.481,-0.002,-0.022,1.006
1625071229582,2021-06-30T18:40:29.582,0.481,-0.004,-0.014,1.001
1625071229583,2021-06-30T18:40:29.583,0.482,-0.002,-0.014,1.008
1625071229585,2021-06-30T18:40:29.585,0.484,-0.005,-0.017,1.003
1625071229586,2021-06-30T18:40:29.586,0.485,-0.005,-0.016,1.004
1625071229588,2021-06-30T18:40:29.588,0.487,0.003,-0.018,1.006
1625071229589,2021-06-30T18:40:29.589,0.488,0.000,-0.021,1.006
1625071229591,2021-06-30T18:40:29.591,0.490,-0.008,-0.020,1.006
1625071229591,2021-06-30T18:40:29.591,0.490,-0.006,-0.028,1.005
1625071229592,2021-06-30T18:40:29.592,0.491,-0.003,-0.025,0.999
1625071229594,2021-06-30T18:40:29.594,0.493,-0.003,-0.018,1.000
1625071229595,2021-06-30T18:40:29.595,0.494,-0.004,-0.019,1.001
1625071229597,2021-06-30T18:40:29.597,0.496,-0.003,-0.021,1.010
1625071229598,2021-06-30T18:40:29.598,0.497,-0.002,-0.015,1.009
1625071229598,2021-06-30T18:40:29.598,0.497,-0.003,-0.019,1.010
1625071229600,2021-06-30T18:40:29.600,0.499,-0.004,-0.021,1.007
1625071229601,2021-06-30T18:40:29.601,0.500,0.003,-0.021,1.009
1625071229602,2021-06-30T18:40:29.602,0.501,-0.001,-0.017,1.012
1625071229604,2021-06-30T18:40:29.604,0.503,0.001,-0.025,1.012
1625071229605,2021-06-30T18:40:29.605,0.504,0.002,-0.019,0.996
1625071229607,2021-06-30T18:40:29.607,0.506,-0.005,-0.015,1.002
1625071229607,2021-06-30T18:40:29.607,0.506,-0.004,-0.018,1.007
1625071229608,2021-06-30T18:40:29.608,0.507,-0.002,-0.021,1.009
1625071229610,2021-06-30T18:40:29.610,0.509,-0.001,-0.019,1.008
1625071229611,2021-06-30T18:40:29.611,0.510,-0.002,-0.020,1.005
1625071229613,2021-06-30T18:40:29.613,0.512,-0.001,-0.017,1.011
1625071229614,2021-06-30T18:40:29.614,0.513,-0.007,-0.013,1.013
1625071229614,2021-06-30T18:40:29.614,0.513,-0.009,-0.023,1.004
1625071229616,2021-06-30T18:40:29.616,0.515,0.002,-0.020,1.006
1625071229617,2021-06-30T18:40:29.617,0.516,-0.005,-0.018,1.008
1625071229619,2021-06-30T18:40:29.619,0.518,-0.001,-0.021,1.006
1625071229620,2021-06-30T18:40:29.620,0.519,-0.003,-0.021,1.000
1625071229622,2021-06-30T18:40:29.622,0.521,-0.002,-0.016,1.001
1625071229623,2021-06-30T18:40:29.623,0.522,-0.003,-0.020,1.004
1625071229623,2021-06-30T18:40:29.623,0.522,-0.005,-0.021,1.002
1625071229624,2021-06-30T18:40:29.624,0.523,0.002,-0.015,1.016
1625071229626,2021-06-30T18:40:29.626,0.525,-0.003,-0.021,1.000
1625071229627,2021-06-30T18:40:29.627,0.526,-0.008,-0.016,1.006
1625071229629,2021-06-30T18:40:29.629,0.528,-0.005,-0.019,1.008
1625071229630,2021-06-30T18:40:29.630,0.529,-0.001,-0.021,1.003
1625071229630,2021-06-30T18:40:29.630,0.529,0.000,-0.021,1.007
1625071229632,2021-06-30T18:40:29.632,0.531,0.003,-0.022,1.002
1625071229633,2021-06-30T18:40:29.633,0.532,-0.001,-0.011,1.006
1625071229635,2021-06-30T18:40:29.635,0.534,0.002,-0.017,1.002
1625071229636,2021-06-30T18:40:29.636,0.535,-0.003,-0.014,1.005
1625071229638,2021-06-30T18:40:29.638,0.537,0.000,-0.022,1.003
1625071229639,2021-06-30T18:40:29.639,0.538,0.000,-0.016,1.011
1625071229641,2021-06-30T18:40:29.641,0.540,0.000,-0.018,1.005
1625071229641,2021-06-30T18:40:29.641,0.540,0.000,-0.016,1.000
1625071229642,2021-06-30T18:40:29.642,0.541,-0.002,-0.023,1.002
1625071229643,2021-06-30T18:40:29.643,0.542,0.002,-0.020,1.010
1625071229645,2021-06-30T18:40:29.645,0.544,-0.003,-0.022,1.005
1625071229646,2021-06-30T18:40:29.646,0.545,0.002,-0.022,1.009
1625071229646,2021-06-30T18:40:29.646,0.545,-0.001,-0.021,1.005
1625071229648,2021-06-30T18:40:29.648,0.547,0.002,-0.021,1.005
1625071229649,2021-06-30T18:40:29.649,0.548,0.001,-0.014,1.008
1625071229651,2021-06-30T18:40:29.651,0.550,-0.001,-0.018,1.005
1625071229652,2021-06-30T18:40:29.652,0.551,0.001,-0.016,1.011
1625071229654,2021-06-30T18:40:29.654,0.553,0.002,-0.016,1.007
1625071229655,2021-06-30T18:40:29.655,0.554,-0.003,-0.018,1.000
1625071229655,2021-06-30T18:40:29.655,0.554,0.001,-0.024,1.002
1625071229657,2021-06-30T18:40:29.657,0.556,-0.003,-0.012,1.007
1625071229658,2021-06-30T18:40:29.658,0.557,-0.004,-0.017,1.007
1625071229660,2021-06-30T18:40:29.660,0.559,-0.001,-0.024,1.008
1625071229661,2021-06-30T18:40:29.661,0.560,-0.003,-0.024,1.003
1625071229663,2021-06-30T18:40:29.663,0.562,-0.009,-0.019,1.008
1625071229664,2021-06-30T18:40:29.664,0.563,-0.005,-0.017,1.003
1625071229664,2021-06-30T18:40:29.664,0.563,-0.004,-0.016,1.002
1625071229665,2021-06-30T18:40:29.665,0.564,-0.001,-0.016,1.003
1625071229667,2021-06-30T18:40:29.667,0.566,-0.002,-0.018,1.009
1625071229668,2021-06-30T18:40:29.668,0.567,0.000,-0.019,0.999
1625071229670,2021-06-30T18:40:29.670,0.569,-0.003,-0.019,1.007
1625071229671,2021-06-30T18:40:29.671,0.570,0.001,-0.021,1.008
1625071229671,2021-06-30T18:40:29.671,0.570,0.001,-0.015,1.005
1625071229673,2021-06-30T18:40:29.673,0.572,-0.006,-0.012,1.009
1625071229674,2021-06-30T18:40:29.674,0.573,-0.003,-0.016,1.009
1625071229676,2021-06-30T18:40:29.676,0.575,0.002,-0.019,1.010
1625071229677,2021-06-30T18:40:29.677,0.576,0.000,-0.020,1.006
1625071229679,2021-06-30T18:40:29.679,0.578,-0.004,-0.018,1.007
1625071229680,2021-06-30T18:40:29.680,0.579,-0.002,-0.014,1.010
1625071229680,2021-06-30T18:40:29.680,0.579,-0.001,-0.012,1.009
1625071229682,2021-06-30T18:40:29.682,0.581,-0.006,-0.015,1.006
1625071229683,2021-06-30T18:40:29.683,0.582,-0.007,-0.018,1.013
1625071229684,2021-06-30T18:40:29.684,0.583,0.001,-0.016,1.010
1625071229686,2021-06-30T18:40:29.686,0.585,0.001,-0.017,1.004
1625071229687,2021-06-30T18:40:29.687,0.586,-0.004,-0.022,1.003
1625071229687,2021-06-30T18:40:29.687,0.586,-0.000,-0.021,1.008
1625071229689,2021-06-30T18:40:29.689,0.588,0.000,-0.021,1.005
1625071229690,2021-06-30T18:40:29.690,0.589,-0.001,-0.013,1.009
1625071229692,2021-06-30T18:40:29.692,0.591,-0.005,-0.021,1.014
1625071229693,2021-06-30T18:40:29.693,0.592,-0.002,-0.013,1.007
1625071229695,2021-06-30T18:40:29.695,0.594,-0.008,-0.014,1.006
1625071229696,2021-06-30T18:40:29.696,0.595,-0.002,-0.021,1.008
1625071229696,2021-06-30T18:40:29.696,0.595,0.000,-0.023,1.002
1625071229698,2021-06-30T18:40:29.698,0.597,-0.007,-0.019,1.009
1625071229699,2021-06-30T18:40:29.699,0.598,0.000,-0.019,1.010
1625071229701,2021-06-30T18:40:29.701,0.600,-0.005,-0.021,1.000
1625071229702,2021-06-30T18:40:29.702,0.601,0.000,-0.024,1.008
1625071229704,2021-06-30T18:40:29.704,0.603,0.001,-0.020,1.003
1625071229704,2021-06-30T18:40:29.704,0.603,0.001,-0.013,1.002
1625071229706,2021-06-30T18:40:29.706,0.605,-0.001,-0.018,1.004
1625071229706,2021-06-30T18:40:29.706,0.605,-0.005,-0.019,1.015
1625071229708,2021-06-30T18:40:29.708,0.607,-0.002,-0.022,1.012
1625071229709,2021-06-30T18:40:29.709,0.608,-0.003,-0.017,1.004
1625071229711,2021-06-30T18:40:29.711,0.610,0.000,-0.021,1.005
1625071229712,2021-06-30T18:40:29.712,0.611,0.006,-0.017,1.012
1625071229712,2021-06-30T18:40:29.712,0.611,-0.004,-0.018,1.014
1625071229714,2021-06-30T18:40:29.714,0.613,-0.007,-0.020,1.011
1625071229715,2021-06-30T18:40:29.715,0.614,-0.005,-0.019,1.010
1625071229717,2021-06-30T18:40:29.717,0.616,-0.001,-0.020,1.006
1625071229718,2021-06-30T18:40:29.718,0.617,-0.009,-0.023,1.013
1625071229720,2021-06-30T18:40:29.720,0.619,-0.004,-0.017,1.011
1625071229720,2021-06-30T18:40:29.720,0.619,-0.003,-0.015,1.001
1625071229721,2021-06-30T18:40:29.721,0.620,-0.003,-0.019,1.009
1625071229723,2021-06-30T18:40:29.723,0.622,-0.004,-0.021,1.011
1625071229724,2021-06-30T18:40:29.724,0.623,-0.002,-0.013,1.005
1625071229726,2021-06-30T18:40:29.726,0.625,-0.000,-0.012,1.002
1625071229727,2021-06-30T18:40:29.727,0.626,-0.007,-0.018,1.010
1625071229728,2021-06-30T18:40:29.728,0.627,-0.001,-0.023,1.008
1625071229728,2021-06-30T18:40:29.728,0.627,-0.012,-0.015,1.002
1625071229730,2021-06-30T18:40:29.730,0.629,-0.005,-0.017,1.004
1625071229731,2021-06-30T18:40:29.731,0.630,-0.004,-0.017,1.004
1625071229733,2021-06-30T18:40:29.733,0.632,0.003,-0.023,1.009
1625071229734,2021-06-30T18:40:29.734,0.633,0.002,-0.022,1.007
1625071229736,2021-06-30T18:40:29.736,0.635,-0.002,-0.016,1.012
1625071229737,2021-06-30T18:40:29.737,0.636,0.004,-0.023,1.009
1625071229737,2021-06-30T18:40:29.737,0.636,0.004,-0.020,1.004
1625071229740,2021-06-30T18:40:29.740,0.639,-0.003,-0.020,1.013
1625071229740,2021-06-30T18:40:29.740,0.639,0.001,-0.013,1.004
1625071229742,2021-06-30T18:40:29.742,0.641,-0.008,-0.022,1.011
1625071229743,2021-06-30T18:40:29.743,0.642,-0.005,-0.020,0.993
1625071229745,2021-06-30T18:40:29.745,0.644,-0.006,-0.019,1.001
1625071229745,2021-06-30T18:40:29.745,0.644,-0.002,-0.019,1.012
1625071229746,2021-06-30T18:40:29.746,0.645,-0.000,-0.019,1.009
1625071229747,2021-06-30T18:40:29.747,0.646,-0.009,-0.020,1.003
1625071229749,2021-06-30T18:40:29.749,0.648,-0.003,-0.018,1.014
1625071229750,2021-06-30T18:40:29.750,0.649,-0.006,-0.018,1.007
1625071229752,2021-06-30T18:40:29.752,0.651,-0.003,-0.018,1.000
1625071229753,2021-06-30T18:40:29.753,0.652,-0.002,-0.019,1.008
1625071229753,2021-06-30T18:40:29.753,0.652,-0.005,-0.018,1.007
1625071229755,2021-06-30T18:40:29.755,0.654,-0.002,-0.012,1.006
1625071229756,2021-06-30T18:40:29.756,0.655,-0.001,-0.025,1.006
1625071229758,2021-06-30T18:40:29.758,0.657,-0.000,-0.019,1.004
1625071229759,2021-06-30T18:40:29.759,0.658,-0.003,-0.018,1.007
1625071229761,2021-06-30T18:40:29.761,0.660,-0.005,-0.015,1.001
1625071229761,2021-06-30T18:40:29.761,0.660,-0.000,-0.022,1.001
1625071229762,2021-06-30T18:40:29.762,0.661,0.001,-0.013,1.004
1625071229764,2021-06-30T18:40:29.764,0.663,0.000,-0.013,1.012
1625071229765,2021-06-30T18:40:29.765,0.664,0.001,-0.018,1.010
1625071229767,2021-06-30T18:40:29.767,0.666,0.002,-0.012,1.008
1625071229768,2021-06-30T18:40:29.768,0.667,0.002,-0.018,1.006
1625071229769,2021-06-30T18:40:29.769,0.668,-0.003,-0.018,1.009
1625071229769,2021-06-30T18:40:29.769,0.668,0.001,-0.017,1.013
1625071229771,2021-06-30T18:40:29.771,0.670,0.001,-0.024,1.012
1625071229772,2021-06-30T18:40:29.772,0.671,-0.002,-0.016,1.010
1625071229774,2021-06-30T18:40:29.774,0.673,-0.010,-0.017,1.005
1625071229775,2021-06-30T18:40:29.775,0.674,-0.000,-0.016,1.010
1625071229777,2021-06-30T18:40:29.777,0.676,-0.003,-0.020,1.010
1625071229777,2021-06-30T18:40:29.777,0.676,-0.001,-0.017,1.013
1625071229778,2021-06-30T18:40:29.778,0.677,0.006,-0.019,1.001
1625071229780,2021-06-30T18:40:29.780,0.679,-0.008,-0.026,1.000
1625071229781,2021-06-30T18:40:29.781,0.680,-0.006,-0.020,1.006
1625071229783,2021-06-30T18:40:29.783,0.682,0.004,-0.025,1.012
1625071229784,2021-06-30T18:40:29.784,0.683,0.000,-0.023,1.005
1625071229786,2021-06-30T18:40:29.786,0.685,-0.002,-0.020,1.008
1625071229786,2021-06-30T18:40:29.786,0.685,0.000,-0.021,1.008
1625071229787,2021-06-30T18:40:29.787,0.686,-0.003,-0.016,1.004
1625071229788,2021-06-30T18:40:29.788,0.687,0.003,-0.025,1.001
1625071229790,2021-06-30T18:40:29.790,0.689,-0.002,-0.018,0.998
1625071229791,2021-06-30T18:40:29.791,0.690,-0.005,-0.022,1.000
1625071229793,2021-06-30T18:40:29.793,0.692,-0.001,-0.020,0.996
1625071229793,2021-06-30T18:40:29.793,0.692,-0.001,-0.017,1.001
1625071229796,2021-06-30T18:40:29.796,0.695,0.003,-0.018,1.002
1625071229796,2021-06-30T18:40:29.796,0.695,-0.000,-0.015,1.007
1625071229797,2021-06-30T18:40:29.797,0.696,0.001,-0.017,1.005
1625071229799,2021-06-30T18:40:29.799,0.698,-0.001,-0.017,1.009
1625071229800,2021-06-30T18:40:29.800,0.699,-0.003,-0.023,1.002
1625071229802,2021-06-30T18:40:29.802,0.701,-0.005,-0.016,1.012
1625071229802,2021-06-30T18:40:29.802,0.701,-0.006,-0.010,1.010
1625071229803,2021-06-30T18:40:29.803,0.702,0.001,-0.019,1.002
1625071229805,2021-06-30T18:40:29.805,0.704,-0.004,-0.017,1.006
1625071229806,2021-06-30T18:40:29.806,0.705,0.001,-0.017,1.008
1625071229808,2021-06-30T18:40:29.808,0.707,0.002,-0.015,1.013
1625071229809,2021-06-30T18:40:29.809,0.708,0.002,-0.017,1.008
1625071229810,2021-06-30T18:40:29.810,0.709,0.000,-0.019,1.010
1625071229810,2021-06-30T18:40:29.810,0.709,-0.006,-0.021,1.009
1625071229812,2021-06-30T18:40:29.812,0.711,-0.008,-0.018,1.008
1625071229813,2021-06-30T18:40:29.813,0.712,-0.003,-0.022,1.007
1625071229815,2021-06-30T18:40:29.815,0.714,-0.002,-0.021,1.007
1625071229816,2021-06-30T18:40:29.816,0.715,-0.004,-0.018,1.002
1625071229818,2021-06-30T18:40:29.818,0.717,-0.008,-0.017,1.002
1625071229818,2021-06-30T18:40:29.818,0.717,-0.002,-0.019,1.004
1625071229819,2021-06-30T18:40:29.819,0.718,-0.002,-0.018,1.005
1625071229821,2021-06-30T18:40:29.821,0.720,-0.007,-0.022,1.007
1625071229822,2021-06-30T18:40:29.822,0.721,0.001,-0.021,1.006
1625071229824,2021-06-30T18:40:29.824,0.723,-0.002,-0.014,1.003
1625071229825,2021-06-30T18:40:29.825,0.724,0.001,-0.018,1.016
1625071229827,2021-06-30T18:40:29.827,0.726,-0.006,-0.015,1.008
1625071229827,2021-06-30T18:40:29.827,0.726,0.002,-0.020,1.014
1625071229828,2021-06-30T18:40:29.828,0.727,-0.001,-0.013,1.007
1625071229830,2021-06-30T18:40:29.830,0.729,0.002,-0.022,1.010
1625071229831,2021-06-30T18:40:29.831,0.730,-0.002,-0.021,1.012
1625071229832,2021-06-30T18:40:29.832,0.731,-0.000,-0.021,1.013
1625071229834,2021-06-30T18:40:29.834,0.733,-0.011,-0.019,1.009
1625071229834,2021-06-30T18:40:29.834,0.733,-0.003,-0.015,1.005
1625071229835,2021-06-30T18:40:29.835,0.734,-0.008,-0.021,1.006
1625071229837,2021-06-30T18:40:29.837,0.736,-0.004,-0.017,1.001
1625071229838,2021-06-30T18:40:29.838,0.737,-0.002,-0.019,1.003
1625071229840,2021-06-30T18:40:29.840,0.739,-0.009,-0.021,1.009
1625071229841,2021-06-30T18:40:29.841,0.740,-0.002,-0.021,1.011
1625071229843,2021-06-30T18:40:29.843,0.742,-0.002,-0.018,1.000
1625071229843,2021-06-30T18:40:29.843,0.742,-0.003,-0.023,1.004
1625071229844,2021-06-30T18:40:29.844,0.743,0.000,-0.021,1.001
1625071229846,2021-06-30T18:40:29.846,0.745,-0.002,-0.021,1.004
1625071229847,2021-06-30T18:40:29.847,0.746,-0.005,-0.018,1.002
1625071229849,2021-06-30T18:40:29.849,0.748,-0.001,-0.016,1.003
1625071229850,2021-06-30T18:40:29.850,0.749,-0.005,-0.018,0.994
1625071229850,2021-06-30T18:40:29.850,0.749,-0.006,-0.021,1.007
1625071229851,2021-06-30T18:40:29.851,0.750,-0.006,-0.021,1.007
1625071229853,2021-06-30T18:40:29.853,0.752,-0.001,-0.012,1.003
1625071229854,2021-06-30T18:40:29.854,0.753,-0.000,-0.016,1.009
1625071229856,2021-06-30T18:40:29.856,0.755,0.004,-0.014,1.006
1625071229857,2021-06-30T18:40:29.857,0.756,0.001,-0.019,1.009
1625071229859,2021-06-30T18:40:29.859,0.758,-0.002,-0.019,1.010
1625071229859,2021-06-30T18:40:29.859,0.758,0.002,-0.021,1.008
1625071229860,2021-06-30T18:40:29.860,0.759,0.004,-0.021,1.008
1625071229862,2021-06-30T18:40:29.862,0.761,-0.004,-0.026,1.012
1625071229863,2021-06-30T18:40:29.863,0.762,0.001,-0.014,1.003
1625071229865,2021-06-30T18:40:29.865,0.764,0.001,-0.016,1.009
1625071229866,2021-06-30T18:40:29.866,0.765,-0.004,-0.015,1.003
1625071229866,2021-06-30T18:40:29.866,0.765,-0.004,-0.016,1.002
1625071229868,2021-06-30T18:40:29.868,0.767,-0.003,-0.019,1.004
1625071229869,2021-06-30T18:40:29.869,0.768,0.000,-0.014,1.011
1625071229871,2021-06-30T18:40:29.871,0.770,-0.003,-0.021,1.005
1625071229872,2021-06-30T18:40:29.872,0.771,-0.002,-0.013,1.009
1625071229873,2021-06-30T18:40:29.873,0.772,-0.006,-0.018,1.009
1625071229875,2021-06-30T18:40:29.875,0.774,-0.007,-0.016,1.008
1625071229875,2021-06-30T18:40:29.875,0.774,-0.004,-0.014,1.006
1625071229876,2021-06-30T18:40:29.876,0.775,-0.003,-0.017,1.007
1625071229878,2021-06-30T18:40:29.878,0.777,0.003,-0.015,1.006
1625071229879,2021-06-30T18:40:29.879,0.778,-0.006,-0.017,1.001
1625071229881,2021-06-30T18:40:29.881,0.780,-0.010,-0.016,1.005
1625071229882,2021-06-30T18:40:29.882,0.781,-0.003,-0.016,1.003
1625071229884,2021-06-30T18:40:29.884,0.783,0.003,-0.021,1.000
1625071229885,2021-06-30T18:40:29.885,0.784,-0.001,-0.018,1.003
1625071229885,2021-06-30T18:40:29.885,0.784,-0.004,-0.018,1.000
1625071229887,2021-06-30T18:40:29.887,0.786,0.002,-0.023,1.003
1625071229888,2021-06-30T18:40:29.888,0.787,0.003,-0.015,1.006
1625071229890,2021-06-30T18:40:29.890,0.789,-0.003,-0.016,1.005
1625071229891,2021-06-30T18:40:29.891,0.790,0.004,-0.014,1.009
1625071229891,2021-06-30T18:40:29.891,0.790,-0.007,-0.021,1.014
1625071229893,2021-06-30T18:40:29.893,0.792,-0.007,-0.021,1.009
1625071229894,2021-06-30T18:40:29.894,0.793,-0.002,-0.017,1.003
1625071229895,2021-06-30T18:40:29.895,0.794,-0.003,-0.019,1.008
1625071229897,2021-06-30T18:40:29.897,0.796,-0.008,-0.028,1.014
1625071229898,2021-06-30T18:40:29.898,0.797,-0.004,-0.017,1.011
1625071229900,2021-06-30T18:40:29.900,0.799,0.001,-0.021,1.008
1625071229900,2021-06-30T18:40:29.900,0.799,-0.000,-0.020,1.002
1625071229901,2021-06-30T18:40:29.901,0.800,-0.001,-0.015,1.006
1625071229903,2021-06-30T18:40:29.903,0.802,-0.006,-0.017,0.997
1625071229904,2021-06-30T18:40:29.904,0.803,-0.005,-0.016,1.011
1625071229906,2021-06-30T18:40:29.906,0.805,-0.004,-0.012,1.001
1625071229907,2021-06-30T18:40:29.907,0.806,0.001,-0.013,0.998
1625071229907,2021-06-30T18:40:29.907,0.806,0.003,-0.021,1.007
1625071229909,2021-06-30T18:40:29.909,0.808,-0.007,-0.019,1.007
1625071229910,2021-06-30T18:40:29.910,0.809,-0.000,-0.018,1.008
1625071229912,2021-06-30T18:40:29.912,0.811,-0.004,-0.020,1.009
1625071229913,2021-06-30T18:40:29.913,0.812,0.000,-0.019,1.006
1625071229914,2021-06-30T18:40:29.914,0.813,0.000,-0.016,1.004
1625071229916,2021-06-30T18:40:29.916,0.815,0.000,-0.016,1.002
1625071229916,2021-06-30T18:40:29.916,0.815,-0.005,-0.016,1.006
1625071229917,2021-06-30T18:40:29.917,0.816,0.002,-0.017,1.013
1625071229919,2021-06-30T18:40:29.919,0.818,-0.004,-0.017,1.008
1625071229920,2021-06-30T18:40:29.920,0.819,-0.002,-0.015,1.006
1625071229922,2021-06-30T18:40:29.922,0.821,-0.002,-0.019,1.004
1625071229923,2021-06-30T18:40:29.923,0.822,-0.002,-0.014,1.005
1625071229923,2021-06-30T18:40:29.923,0.822,-0.003,-0.014,1.001
1625071229925,2021-06-30T18:40:29.925,0.824,-0.001,-0.014,1.012
1625071229926,2021-06-30T18:40:29.926,0.825,-0.001,-0.015,1.004
1625071229928,2021-06-30T18:40:29.928,0.827,-0.003,-0.022,1.000
1625071229929,2021-06-30T18:40:29.929,0.828,-0.004,-0.021,1.000
1625071229931,2021-06-30T18:40:29.931,0.830,0.003,-0.018,1.005
1625071229932,2021-06-30T18:40:29.932,0.831,-0.000,-0.021,1.001
1625071229932,2021-06-30T18:40:29.932,0.831,-0.002,-0.017,1.011
1625071229934,2021-06-30T18:40:29.934,0.833,-0.010,-0.022,1.012
1625071229935,2021-06-30T18:40:29.935,0.834,-0.007,-0.018,1.004
1625071229936,2021-06-30T18:40:29.936,0.835,-0.005,-0.015,1.004
1625071229938,2021-06-30T18:40:29.938,0.837,-0.001,-0.019,1.003
1625071229939,2021-06-30T18:40:29.939,0.838,-0.002,-0.019,1.008
1625071229939,2021-06-30T18:40:29.939,0.838,0.000,-0.015,1.015
1625071229941,2021-06-30T18:40:29.941,0.840,-0.001,-0.017,1.002
1625071229942,2021-06-30T18:40:29.942,0.841,-0.000,-0.017,1.018
1625071229944,2021-06-30T18:40:29.944,0.843,0.000,-0.020,1.019
1625071229945,2021-06-30T18:40:29.945,0.844,-0.002,-0.020,1.015
1625071229947,2021-06-30T18:40:29.947,0.846,-0.003,-0.019,1.016
1625071229948,2021-06-30T18:40:29.948,0.847,-0.003,-0.015,1.018
1625071229948,2021-06-30T18:40:29.948,0.847,-0.001,-0.021,1.009
1625071229950,2021-06-30T18:40:29.950,0.849,0.002,-0.021,1.013
1625071229951,2021-06-30T18:40:29.951,0.850,-0.003,-0.021,1.011
1625071229953,2021-06-30T18:40:29.953,0.852,-0.002,-0.022,1.007
1625071229954,2021-06-30T18:40:29.954,0.853,0.000,-0.015,1.010
1625071229955,2021-06-30T18:40:29.955,0.854,-0.004,-0.019,1.004
1625071229957,2021-06-30T18:40:29.957,0.856,-0.001,-0.020,1.004
1625071229957,2021-06-30T18:40:29.957,0.856,-0.006,-0.021,1.001
1625071229958,2021-06-30T18:40:29.958,0.857,-0.003,-0.020,1.003
1625071229960,2021-06-30T18:40:29.960,0.859,-0.006,-0.019,1.000
1625071229961,2021-06-30T18:40:29.961,0.860,-0.011,-0.025,0.999
1625071229963,2021-06-30T18:40:29.963,0.862,-0.005,-0.021,0.991
